Participant,Trial,State,Deviant,I1,I2,I3,I4,I5,I6,O1,O2,O3,O4,O5,O6
17,28,CS,No_Deviant,7,3,1,6,2,5,6,3,8,7,2,1
17,29,CS,No_Deviant,4,8,6,3,7,2,4,8,6,7,3,2
17,30,CS,No_Deviant,3,1,7,5,2,6,3,1,7,5,2,6
17,31,CS,No_Deviant,6,2,8,1,4,7,6,2,8,4,1,7
17,32,CS,No_Deviant,4,6,3,7,1,5,4,6,3,7,1,5
17,33,CS,No_Deviant,5,3,6,4,2,8,5,3,6,4,2,8
17,34,CS,No_Deviant,6,8,4,7,1,3,6,8,4,7,1,3
17,36,CS,No_Deviant,5,2,8,1,7,4,5,2,8,1,7,4
17,37,CS,No_Deviant,8,5,1,7,3,6,8,5,1,7,3,6
17,38,CS,No_Deviant,3,7,4,2,6,8,3,7,4,2,6,8
17,39,CS,No_Deviant,5,2,7,3,1,6,5,2,7,3,1,6
17,40,CS,No_Deviant,4,7,2,6,8,3,4,7,2,6,8,3
17,42,CS,No_Deviant,4,7,3,8,5,2,4,7,3,8,5,2
17,43,CS,No_Deviant,5,3,7,2,4,1,5,7,3,2,4,7
17,44,CS,No_Deviant,4,1,8,6,2,5,4,1,8,6,2,7
17,45,CS,No_Deviant,6,2,4,7,3,1,6,2,4,7,3,1
17,5,CS,With_Deviant,5,8,1,4,7,2,5,8,1,6,4,2
17,8,CS,With_Deviant,2,7,4,1,5,3,2,7,4,1,5,8
17,18,CS,With_Deviant,5,3,7,1,4,6,5,3,7,1,4,6
17,27,CS,With_Deviant,6,2,8,3,5,1,6,2,8,3,5,1
17,35,CS,With_Deviant,4,7,2,5,3,6,4,7,3,6,5,2
17,41,CS,With_Deviant,5,3,7,4,2,8,5,3,7,0,0,2
17,1,SS,No_Deviant,2,5,1,8,4,6,2,5,1,8,4,6
17,2,SS,No_Deviant,7,1,4,2,6,8,7,1,4,2,6,8
17,3,SS,No_Deviant,8,5,2,6,3,7,8,5,2,6,3,8
17,4,SS,No_Deviant,3,6,8,1,7,5,3,6,8,1,5,7
17,6,SS,No_Deviant,5,2,4,6,1,8,5,2,4,6,1,8
17,7,SS,No_Deviant,8,4,7,1,6,3,8,4,6,1,7,3
17,9,SS,No_Deviant,3,6,2,7,5,8,3,6,2,7,5,8
17,10,SS,No_Deviant,2,5,7,4,6,1,2,5,7,4,6,1
17,11,SS,No_Deviant,3,6,2,7,1,4,3,6,2,7,1,4
17,12,SS,No_Deviant,5,2,4,8,3,7,5,2,4,7,3,8
17,13,SS,No_Deviant,8,3,5,1,6,4,8,3,5,6,1,4
17,14,SS,No_Deviant,5,8,3,7,1,6,5,8,4,7,3,6
17,15,SS,No_Deviant,7,5,1,6,4,2,5,1,4,7,2,6
17,16,SS,No_Deviant,4,6,2,8,3,5,4,6,2,8,5,3
17,17,SS,No_Deviant,2,5,8,1,7,3,2,5,8,1,7,3
17,19,SS,No_Deviant,3,8,2,6,1,4,3,8,2,6,1,4
17,20,SS,No_Deviant,7,2,4,8,5,1,7,2,4,8,5,1
17,21,SS,No_Deviant,2,6,3,1,4,7,2,6,3,1,4,7
17,22,SS,No_Deviant,5,7,2,8,1,3,5,7,2,8,1,3
17,23,SS,No_Deviant,4,1,7,3,6,8,4,1,7,0,6,8
17,24,SS,No_Deviant,3,5,2,7,4,6,3,5,2,7,4,6
17,25,SS,No_Deviant,5,1,7,4,8,2,5,1,7,4,8,2
17,26,SS,No_Deviant,3,6,1,8,2,5,3,6,1,8,5,2
17,28,SS,No_Deviant,2,6,8,5,7,3,2,6,8,5,7,3
17,29,SS,No_Deviant,3,7,5,1,8,4,3,7,5,1,6,8
17,30,SS,No_Deviant,5,8,4,6,1,3,5,8,4,6,1,3
17,31,SS,No_Deviant,8,4,7,3,5,2,8,4,7,3,5,2
17,32,SS,No_Deviant,3,6,8,5,1,7,3,6,8,1,5,7
17,33,SS,No_Deviant,2,8,5,7,4,6,2,8,5,7,4,6
17,34,SS,No_Deviant,6,4,7,2,8,5,6,4,7,2,8,5
17,36,SS,No_Deviant,4,2,8,3,6,1,4,2,8,6,1,3
17,37,SS,No_Deviant,8,5,2,4,7,3,8,5,2,4,7,3
17,38,SS,No_Deviant,6,1,8,3,5,2,6,1,8,0,5,2
17,39,SS,No_Deviant,5,8,2,7,4,1,5,8,2,7,4,1
17,40,SS,No_Deviant,6,2,8,3,7,4,6,2,8,3,7,4
17,42,SS,No_Deviant,4,6,2,5,7,1,4,6,2,5,7,1
17,43,SS,No_Deviant,2,8,4,7,1,6,2,8,4,7,5,1
17,44,SS,No_Deviant,5,3,1,6,8,4,5,3,1,6,4,2
17,45,SS,No_Deviant,6,1,7,4,2,8,6,1,7,4,2,8
17,5,SS,With_Deviant,2,7,5,3,8,1,7,5,2,0,0,0
17,8,SS,With_Deviant,4,1,6,8,3,5,4,6,1,0,0,0
17,18,SS,With_Deviant,5,1,4,8,2,6,5,1,4,6,2,8
17,27,SS,With_Deviant,6,2,5,7,3,1,6,2,5,3,7,0
17,35,SS,With_Deviant,8,5,2,6,4,7,8,5,2,6,4,7
17,41,SS,With_Deviant,5,7,4,2,6,8,5,7,4,2,6,8
